id,feat_1,feat_2,feat_3,feat_4,feat_5,feat_6,feat_7,feat_8,feat_9,feat_10,feat_11,feat_12,feat_13,feat_14,feat_15,feat_16,feat_17,feat_18,feat_19,feat_20,feat_21,feat_22,feat_23,feat_24,feat_25,feat_26,feat_27,feat_28,feat_29,feat_30,feat_31,feat_32,feat_33,feat_34,feat_35,feat_36,feat_37,feat_38,feat_39,feat_40,feat_41,feat_42,feat_43,feat_44,feat_45,feat_46,feat_47,feat_48,feat_49,feat_50,feat_51,feat_52,feat_53,feat_54,feat_55,feat_56,feat_57,feat_58,feat_59,feat_60,feat_61,feat_62,feat_63,feat_64,feat_65,feat_66,feat_67,feat_68,feat_69,feat_70,feat_71,feat_72,feat_73,feat_74,feat_75,feat_76,feat_77,feat_78,feat_79,feat_80,feat_81,feat_82,feat_83,feat_84,feat_85,feat_86,feat_87,feat_88,feat_89,feat_90,feat_91,feat_92,feat_93,target
23286,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0,4,0,0,1,7,2,2,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,2,0,0,0,2,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,4,0,0,1,0,0,0,0,0,0,0,3
29526,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5
15198,0,0,0,0,0,0,0,1,0,0,0,0,0,14,0,1,0,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
16719,6,0,1,0,0,0,0,0,0,0,4,0,0,4,0,6,0,0,0,0,0,0,0,2,8,0,0,0,0,0,0,0,1,1,0,1,1,0,0,2,0,0,0,0,0,0,0,4,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,1,1,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2
52638,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,8
40610,0,2,2,0,0,0,0,0,0,0,6,0,0,0,0,0,0,4,0,0,0,3,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,2,0,0,0,1,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,3,0,6
429,2,0,0,2,6,1,1,0,0,2,2,0,0,0,0,0,0,0,2,1,0,2,0,15,1,2,0,0,0,59,0,12,0,1,0,0,0,0,1,0,0,1,0,9,0,0,0,5,6,0,1,0,1,5,1,1,0,0,0,4,0,1,0,0,1,0,6,1,0,4,0,2,4,5,1,5,0,1,0,1,0,2,0,30,1,1,1,0,1,1,0,0,0,1
485,2,0,2,2,0,0,3,0,0,2,0,1,3,0,1,1,1,0,0,2,0,3,0,9,1,0,0,0,1,0,0,2,1,0,1,0,0,6,2,0,2,1,0,0,0,0,0,1,0,1,0,0,1,3,1,0,2,0,0,0,1,0,0,2,1,3,4,0,0,0,0,0,1,0,2,5,1,7,0,0,0,0,6,0,1,0,2,0,1,0,0,0,0,1
46384,2,0,2,0,0,0,0,4,0,0,1,0,0,4,2,2,0,3,0,2,0,2,0,1,2,0,1,0,0,0,1,2,4,1,3,0,3,3,0,13,0,2,2,2,0,0,0,5,1,0,0,5,0,17,0,1,0,0,0,0,0,0,0,2,0,0,9,1,0,7,0,1,0,2,0,0,1,0,0,1,0,7,3,0,4,6,2,1,3,0,0,0,0,7
29781,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,5
27403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4
22092,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3
6667,0,0,0,1,0,0,0,0,2,0,0,1,0,1,2,6,0,2,0,0,0,3,0,0,0,1,0,1,0,0,0,0,2,1,0,0,1,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,5,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,3,3,1,0,0,0,2
27902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
54191,0,2,2,3,0,0,0,0,0,0,2,0,11,0,0,4,0,2,0,2,1,5,1,5,2,0,0,0,1,1,1,0,0,0,4,0,0,21,3,2,0,1,0,2,0,0,1,2,1,2,0,0,2,13,2,0,0,29,0,0,0,6,0,2,2,1,1,0,10,2,0,0,1,3,1,4,0,0,0,4,0,1,0,0,0,0,2,1,5,19,0,1,0,8
57304,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,3,1,0,0,5,10,0,0,1,1,0,0,7,1,0,0,0,0,0,3,0,0,2,0,4,0,1,0,9,1,0,0,0,23,3,3,0,0,0,0,1,1,9,2,0,0,0,3,1,0,5,0,4,0,0,0,2,0,0,1,0,1,0,0,0,0,1,0,0,5,0,0,0,0,9
47713,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,7
17447,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,2
30243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,5
24466,0,0,0,0,0,0,0,0,12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,7,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3
37955,0,1,12,5,0,0,0,0,3,0,9,0,0,0,0,2,0,0,0,0,3,0,0,2,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,17,1,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,6
274,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,1,0,1,0,0,0,0,1,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,1
14222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2
57439,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,2,0,0,1,0,2,0,2,1,0,1,0,0,0,0,4,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,12,0,3,0,0,0,0,0,0,1,1,0,0,0,2,0,0,1,0,1,1,0,3,0,0,0,0,0,0,0,0,0,1,3,0,0,0,1,0,1,0,9
41024,0,0,4,6,0,0,0,0,1,0,6,0,0,0,0,4,0,0,0,0,0,4,0,2,0,7,2,1,0,1,0,0,2,2,1,0,0,0,1,0,0,11,0,0,0,2,0,3,1,1,0,0,0,7,1,0,1,0,0,6,3,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,0,1,1,0,1,0,0,6
28766,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16223,0,0,0,0,0,0,0,1,0,0,0,1,0,11,3,3,1,0,0,1,0,1,1,2,8,0,0,0,0,0,0,0,2,1,0,1,0,0,0,1,1,1,0,0,0,0,0,11,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,8,1,14,0,0,1,0,0,2
13020,1,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
849,0,1,6,0,0,0,0,1,0,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,5,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,3,0,18,0,0,10,6,0,0,0,1,2,0,1,16,0,7,1,4,0,1,1,0,0,0,0,1,4,0,0,11,0,4,0,0,2,0,1,1,0,1,4,0,0,3,1
36817,0,0,0,0,0,0,2,2,0,0,1,1,0,1,0,2,1,1,0,1,0,1,3,3,1,0,0,0,0,0,0,4,1,0,0,0,1,3,0,0,1,1,0,0,0,0,1,0,0,3,0,0,1,0,0,0,0,0,1,2,0,3,0,0,1,0,2,0,1,16,1,0,0,2,1,0,0,0,3,1,3,0,0,0,7,1,1,0,2,0,1,0,0,6
10593,3,2,1,1,1,0,0,0,0,3,0,0,2,0,3,11,0,0,0,1,0,3,0,1,3,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,5,4,0,0,1,0,0,0,1,1,2,1,0,0,0,0,4,1,6,0,0,0,0,0,0,1,0,0,0,0,0,5,9,0,0,0,0,0,0,0,2
8538,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,8,0,0,3,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,2
24494,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21,11,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,8,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,2,1,0,0,1,1,0,0,2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,3
34803,0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,1,2,1,6,0,2,0,4,1,1,0,0,3,1,1,1,0,0,1,3,1,2,1,0,2,3,0,0,0,4,0,1,2,0,3,1,0,1,0,0,3,0,0,11,2,4,1,3,0,1,6,0,0,0,2,0,2,0,1,0,3,0,2,1,1,1,0,0,0,1,4,0,4,1,0,0,0,6
47744,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,2,2,1,0,0,0,0,4,2,0,0,0,0,0,0,7,0,0,0,1,1,0,3,2,0,0,0,0,1,0,0,1,0,3,0,0,0,0,0,1,1,0,0,1,0,0,0,10,0,1,7,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0,2,0,0,2,6,1,0,0,0,0,1,7
19346,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,3
29719,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,1,3,26,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,3,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5
58542,0,0,4,1,0,0,0,4,0,0,0,0,2,1,0,1,0,4,0,0,0,7,0,0,1,1,0,1,4,0,0,2,1,0,2,1,0,2,0,0,3,4,0,3,0,4,0,0,4,0,3,0,0,9,0,0,0,0,0,0,0,10,2,1,1,1,7,0,0,1,0,2,0,0,1,3,1,0,1,3,1,4,1,0,0,0,0,0,15,0,1,2,3,9
55366,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,1,0,4,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,18,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,8
11460,0,0,0,0,0,0,0,0,0,0,0,0,1,6,1,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,2
48283,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,1,0,0,2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,32,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,7
18671,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,3,0,4,0,0,0,0,0,4,0,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3
61281,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,0,0,0,3,3,0,0,0,0,0,0,2,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,3,0,0,0,0,29,6,2,0,0,0,0,1,0,9,1,0,1,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,9
20466,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,1,0,0,0,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,5,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,3
43886,0,0,11,20,0,0,0,0,0,0,9,0,0,0,0,2,0,0,0,1,0,1,0,0,0,5,1,4,0,0,1,0,1,2,2,2,0,1,0,1,0,0,0,2,0,7,1,1,1,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,0,6
14899,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2
2009,1,0,0,0,0,0,0,2,0,0,0,0,0,6,0,0,0,2,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,2
51344,0,0,0,1,3,0,8,2,0,1,0,1,12,1,0,2,1,1,0,13,0,2,0,14,3,1,0,0,0,1,0,5,4,0,0,2,1,5,0,1,1,0,0,1,0,1,7,4,2,1,0,0,1,5,6,0,0,1,0,0,0,3,0,1,1,0,8,7,0,2,2,0,1,0,0,4,0,14,1,0,0,1,5,3,0,0,2,0,1,1,2,0,0,8
40418,0,0,0,1,0,0,1,0,2,0,8,2,0,0,1,0,0,0,2,0,6,0,0,24,0,0,6,0,0,0,0,3,0,0,0,0,1,1,30,2,0,0,2,0,0,1,0,1,1,1,0,7,0,0,0,4,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,62,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,6
45151,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,3,0,0,0,0,0,0,9,0,1,2,0,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
24989,3,0,0,0,0,0,0,0,0,0,0,1,0,2,4,11,1,2,0,0,0,3,0,0,11,0,0,0,0,0,0,0,1,0,1,0,0,0,0,15,0,0,5,2,0,1,0,2,0,0,0,0,3,3,1,1,0,0,1,0,0,4,0,0,0,3,0,4,2,3,0,6,0,0,0,0,0,0,5,1,0,0,0,0,0,4,0,6,3,0,0,1,0,3
56877,0,0,0,0,1,0,1,3,0,0,3,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,1,0,1,0,1,0,0,0,0,10,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,8
41340,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,2,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,2,0,1,5,0,0,0,0,1,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,6
15011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,2
6435,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
29595,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5
24196,0,0,1,4,0,0,0,1,4,0,1,3,0,0,1,7,0,3,0,0,0,0,0,3,2,3,0,1,0,0,0,1,0,0,1,0,0,6,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2,0,0,1,0,9,6,9,1,24,5,0,1,2,0,1,0,1,3,0,0,0,0,4,0,0,1,0,1,0,3,3,8,0,0,1,2,3
